student_id,profile,weak_topic,level,recommended_course
STU_0173,Student is interested in Data Science. Completed course on Computer Vision with score 84%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,COVID19 Contact Tracing
STU_0174,Student is interested in Machine Learning. Completed course on NLP with score 59%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,AWS Fundamentals Building Serverless Applications
STU_0175,Student is interested in SQL. Completed course on Web Development with score 54%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Introduction to Business Analytics Communicating with Data
STU_0176,Student is interested in Python. Completed course on Data Science with score 85%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Introduction to Trading Machine Learning  GCP
STU_0177,Student is interested in Computer Vision. Completed course on Web Development with score 70%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,Introduction to Ableton Live
STU_0178,Student is interested in SQL. Completed course on Data Science with score 52%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Introduction to Thermodynamics Transferring Energy from Here to There
STU_0179,Student is interested in Data Science. Completed course on Python with score 89%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Fundamentals of Immunology Innate Immunity and BCell Function
STU_0180,Student is interested in SQL. Completed course on Computer Vision with score 58%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Finance  Quantitative Modeling for Analysts
STU_0181,Student is interested in Cybersecurity. Completed course on Data Science with score 74%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Fundamentals of Visualization with Tableau
STU_0182,Student is interested in Cloud. Completed course on SQL with score 64%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Foundations of Management
STU_0183,Student is interested in NLP. Completed course on NLP with score 54%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Analysing Numeric and digital literacies
STU_0184,Student is interested in Cloud. Completed course on Cybersecurity with score 64%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,The Science of Training Young Athletes
STU_0185,Student is interested in Data Science. Completed course on Cybersecurity with score 48%. Current level is Advanced. Needs improvement in Machine Learning.,Machine Learning,Advanced,Model Thinking
STU_0186,Student is interested in Cloud. Completed course on Python with score 46%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Introduction to Ableton Live
STU_0187,Student is interested in Machine Learning. Completed course on Data Science with score 95%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Contabilidad para no contadores
STU_0188,Student is interested in Python. Completed course on Cybersecurity with score 61%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Sales OperationsManagement
STU_0189,Student is interested in Web Development. Completed course on Python with score 94%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced, Digital 
STU_0190,Student is interested in SQL. Completed course on Web Development with score 80%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,TESOL Certificate Part 1 Teach English Now
STU_0191,Student is interested in Cybersecurity. Completed course on SQL with score 79%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Drug Commercialization
STU_0192,Student is interested in Computer Vision. Completed course on NLP with score 67%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,TESOL Certificate Part 2 Teach English Now
STU_0193,Student is interested in Python. Completed course on Cybersecurity with score 84%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Advanced Machine Learning with TensorFlow on Google Cloud Platform
STU_0194,Student is interested in Machine Learning. Completed course on Cloud with score 58%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Global Financial Markets and Instruments
STU_0195,Student is interested in Web Development. Completed course on Data Science with score 73%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Market Research
STU_0196,Student is interested in Data Science. Completed course on Data Science with score 45%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Google IT Support
STU_0197,Student is interested in NLP. Completed course on Cybersecurity with score 54%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Positive Psychology
STU_0198,Student is interested in Computer Vision. Completed course on Cybersecurity with score 82%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Trading Strategies in Emerging Markets
STU_0199,Student is interested in Cybersecurity. Completed course on Computer Vision with score 50%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,International Humanitarian Law in Theory and Practice
STU_0200,Student is interested in Cloud. Completed course on Computer Vision with score 84%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Introduction to Ableton Live
STU_0201,Student is interested in Computer Vision. Completed course on NLP with score 94%. Current level is Intermediate. Needs improvement in Web Development.,Web Development,Intermediate,Business Analytics
STU_0202,Student is interested in NLP. Completed course on Web Development with score 76%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Secure Coding Practices
STU_0203,Student is interested in Computer Vision. Completed course on Machine Learning with score 57%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Market Research
STU_0204,Student is interested in Machine Learning. Completed course on Cybersecurity with score 89%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Networking and Security Architecture with VMware NSX
STU_0205,Student is interested in Cloud. Completed course on NLP with score 79%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Reporting extrafinancier et stratgie RSE
STU_0206,Student is interested in Data Science. Completed course on Python with score 59%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Agile Meets Design Thinking
STU_0207,Student is interested in Cloud. Completed course on Data Science with score 58%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Supply Chain Finance and Blockchain Technology
STU_0208,Student is interested in Web Development. Completed course on Data Science with score 48%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Getting Started with AWS Machine Learning
STU_0209,Student is interested in SQL. Completed course on SQL with score 93%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,English for Science Technology Engineering and Mathematics
STU_0210,Student is interested in Cybersecurity. Completed course on Computer Vision with score 91%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Introduction to Computer Science and Programming
STU_0211,Student is interested in Python. Completed course on Data Science with score 95%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Spacecraft Dynamics and Control
STU_0212,Student is interested in Web Development. Completed course on SQL with score 45%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,AWS Fundamentals Building Serverless Applications
STU_0213,Student is interested in Computer Vision. Completed course on SQL with score 69%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,R Programming
STU_0214,Student is interested in Computer Vision. Completed course on Web Development with score 46%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Driving business towards the Sustainable Development Goals
STU_0215,Student is interested in Cybersecurity. Completed course on Machine Learning with score 60%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Digital Advertising Strategy
STU_0216,Student is interested in Python. Completed course on Cybersecurity with score 81%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Business Transformation with Google Cloud
STU_0217,Student is interested in Data Science. Completed course on Machine Learning with score 59%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Business Technology Management
STU_0218,Student is interested in Python. Completed course on NLP with score 48%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Introduccin a Data Science Programacin Estadstica con R
STU_0219,Student is interested in Cloud. Completed course on SQL with score 77%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Sports Marketing
STU_0220,Student is interested in Data Science. Completed course on Web Development with score 93%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Object Oriented Programming in Java
STU_0221,Student is interested in Web Development. Completed course on Computer Vision with score 84%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Developing Applications with Google Cloud Platform 
STU_0222,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 94%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Budgeting and Scheduling Projects
STU_0223,Student is interested in Cloud. Completed course on SQL with score 43%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Essential Google Cloud Infrastructure Foundation
STU_0224,Student is interested in NLP. Completed course on Python with score 45%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Design and Interpretation of Clinical Trials
STU_0225,Student is interested in Machine Learning. Completed course on Machine Learning with score 55%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,The Power of Macroeconomics Economic Principles in the Real World
STU_0226,Student is interested in NLP. Completed course on Python with score 53%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Developing Applications with Google Cloud Platform
STU_0227,Student is interested in NLP. Completed course on Cloud with score 90%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,A Crash Course in Data Science
STU_0228,Student is interested in Computer Vision. Completed course on Data Science with score 74%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,The Teacher and Social and Emotional Learning SEL
STU_0229,Student is interested in Data Science. Completed course on Python with score 48%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,Gender and Sexuality Diversity and Inclusion in the Workplace
STU_0230,Student is interested in NLP. Completed course on Cloud with score 51%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Antimicrobial resistance  theory and methods
STU_0231,Student is interested in Data Science. Completed course on Web Development with score 47%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Arizona State University TESOL
STU_0232,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 72%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Business English Communication Skills
STU_0233,Student is interested in Cybersecurity. Completed course on SQL with score 79%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,Sports Marketing
STU_0234,Student is interested in SQL. Completed course on Computer Vision with score 81%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,Architecting with Google Cloud Platform 
STU_0235,Student is interested in Cybersecurity. Completed course on Web Development with score 83%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Introduction to Marketing
STU_0236,Student is interested in Cybersecurity. Completed course on Python with score 60%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Computational Thinking for Problem Solving
STU_0237,Student is interested in Python. Completed course on Data Science with score 79%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Methods and Statistics in Social Sciences
STU_0238,Student is interested in SQL. Completed course on Cloud with score 78%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Feminism and Social Justice
STU_0239,Student is interested in Cybersecurity. Completed course on SQL with score 46%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Business Strategy
STU_0240,Student is interested in SQL. Completed course on NLP with score 68%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Implementacin del Marketing Mix
STU_0241,Student is interested in Cloud. Completed course on Cybersecurity with score 66%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Blockchain Foundations and Use Cases
STU_0242,Student is interested in Cloud. Completed course on Web Development with score 82%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Global Financial Markets and Instruments
STU_0243,Student is interested in Data Science. Completed course on Cybersecurity with score 45%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Blockchain Revolution
STU_0244,Student is interested in Web Development. Completed course on Python with score 91%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Machine Learning with TensorFlow on Google Cloud Platform
STU_0245,Student is interested in Machine Learning. Completed course on SQL with score 61%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,COVID19 What You Need to Know CME Eligible
STU_0246,Student is interested in Web Development. Completed course on Cloud with score 95%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Anticorrupcin Introduccin a conceptos y perspectiva prctica
STU_0247,Student is interested in Computer Vision. Completed course on Computer Vision with score 46%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Introduction to TensorFlow for Artificial Intelligence Machine Learning and Deep Learning
STU_0248,Student is interested in NLP. Completed course on Data Science with score 54%. Current level is Beginner. Needs improvement in Cybersecurity.,Cybersecurity,Beginner,Fundamentos de la escritura
STU_0249,Student is interested in SQL. Completed course on Cloud with score 88%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Mastering Data Analysis in Excel
STU_0250,Student is interested in NLP. Completed course on Web Development with score 89%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Nutrition and Lifestyle in Pregnancy
STU_0251,Student is interested in SQL. Completed course on Machine Learning with score 41%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Esports
STU_0252,Student is interested in Computer Vision. Completed course on Cloud with score 40%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Communication Strategies for a Virtual Age
STU_0253,Student is interested in Web Development. Completed course on Python with score 87%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Advertising and Society
STU_0254,Student is interested in Python. Completed course on SQL with score 64%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Introduccin a Data Science Programacin Estadstica con R
STU_0255,Student is interested in Cloud. Completed course on Data Science with score 59%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,Foundations of Public Health Practice
STU_0256,Student is interested in Python. Completed course on Machine Learning with score 50%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Animal Behaviour and Welfare
STU_0257,Student is interested in Python. Completed course on Computer Vision with score 82%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Introduction to Genomic Technologies
STU_0258,Student is interested in Cybersecurity. Completed course on Web Development with score 53%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,Business Strategies for A Better World
STU_0259,Student is interested in Cloud. Completed course on Web Development with score 58%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Reporting extrafinancier et stratgie RSE
STU_0260,Student is interested in Cybersecurity. Completed course on SQL with score 42%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Health Information Literacy for Data Analytics
STU_0261,Student is interested in Machine Learning. Completed course on Machine Learning with score 59%. Current level is Beginner. Needs improvement in NLP.,NLP,Beginner,TensorFlow Data and Deployment
STU_0262,Student is interested in Data Science. Completed course on Computer Vision with score 60%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,AI For Medical Treatment
STU_0263,Student is interested in Cybersecurity. Completed course on Web Development with score 48%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Leading Human Resource Management and Leadership
STU_0264,Student is interested in NLP. Completed course on SQL with score 93%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Tricky American English Pronunciation
STU_0265,Student is interested in Cloud. Completed course on Python with score 95%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,An Introduction to Programming the Internet of Things IOT
STU_0266,Student is interested in Web Development. Completed course on Machine Learning with score 44%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,Mastering Software Development in R
STU_0267,Student is interested in Web Development. Completed course on Web Development with score 58%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Human Resource Management HR for People Managers
STU_0268,Student is interested in Machine Learning. Completed course on Cloud with score 91%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Introduction to Breast Cancer
STU_0269,Student is interested in Cloud. Completed course on Python with score 94%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Egiptologa Egyptology
STU_0270,Student is interested in Web Development. Completed course on Web Development with score 45%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Finanzas corporativas
STU_0271,Student is interested in Cloud. Completed course on NLP with score 89%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,BIM Fundamentals for Engineers
STU_0272,Student is interested in SQL. Completed course on Python with score 72%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,The Changing Global Order
STU_0273,Student is interested in Cloud. Completed course on Cloud with score 55%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,Competitive Strategy and Organization Design
STU_0274,Student is interested in Computer Vision. Completed course on NLP with score 78%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,TESOL Certificate Part 2 Teach English Now
STU_0275,Student is interested in Python. Completed course on Data Science with score 69%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,TESOL Certificate Part 2 Teach English Now
STU_0276,Student is interested in Cybersecurity. Completed course on Cloud with score 49%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Arts and Heritage Management
STU_0277,Student is interested in Cybersecurity. Completed course on Cybersecurity with score 90%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Modeling Risk and Realities
STU_0278,Student is interested in Machine Learning. Completed course on Cloud with score 44%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,Introduction to Business Analytics Communicating with Data
STU_0279,Student is interested in Cybersecurity. Completed course on Machine Learning with score 63%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,BIM Fundamentals for Engineers
STU_0280,Student is interested in Python. Completed course on SQL with score 69%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Machine Learning for Trading
STU_0281,Student is interested in Machine Learning. Completed course on Cybersecurity with score 60%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Introduction to Dental Medicine
STU_0282,Student is interested in SQL. Completed course on Data Science with score 68%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,UX Design Fundamentals
STU_0283,Student is interested in Cloud. Completed course on Python with score 81%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,American Contract Law I
STU_0284,Student is interested in NLP. Completed course on Cybersecurity with score 73%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Neurolinguistics
STU_0285,Student is interested in Data Science. Completed course on Cloud with score 58%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,IBM Customer Engagement Specialist Professional Certificate
STU_0286,Student is interested in Cloud. Completed course on Machine Learning with score 44%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Blockchain Revolution in Financial Services
STU_0287,Student is interested in SQL. Completed course on Web Development with score 56%. Current level is Advanced. Needs improvement in Computer Vision.,Computer Vision,Advanced,tudier en France French Intermediate course B1B2
STU_0288,Student is interested in Data Science. Completed course on Cloud with score 77%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Code Yourself An Introduction to Programming
STU_0289,Student is interested in Cloud. Completed course on Computer Vision with score 48%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,Six Sigma and the Organization Advanced
STU_0290,Student is interested in Python. Completed course on Computer Vision with score 64%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,The Science of Success What Researchers Know that You Should Know
STU_0291,Student is interested in Cloud. Completed course on Data Science with score 45%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Quantitative Methods
STU_0292,Student is interested in Web Development. Completed course on SQL with score 41%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Financing and Investing in Infrastructure
STU_0293,Student is interested in Data Science. Completed course on NLP with score 89%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Data Science
STU_0294,Student is interested in NLP. Completed course on Data Science with score 44%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Wonders of Ancient Egypt
STU_0295,Student is interested in Python. Completed course on SQL with score 93%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Limpact investing la finance qui change le monde
STU_0296,Student is interested in Machine Learning. Completed course on Cloud with score 78%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Construction Scheduling
STU_0297,Student is interested in Data Science. Completed course on Data Science with score 86%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Analysing Numeric and digital literacies
STU_0298,Student is interested in Web Development. Completed course on Cloud with score 68%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Excel Skills for Business Advanced
STU_0299,Student is interested in Cybersecurity. Completed course on NLP with score 55%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,UCI Project Management
STU_0300,Student is interested in Cybersecurity. Completed course on NLP with score 83%. Current level is Advanced. Needs improvement in Cloud.,Cloud,Advanced,International Cyber Conflicts
STU_0301,Student is interested in Cybersecurity. Completed course on Computer Vision with score 72%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,In the Studio Postwar Abstract Painting
STU_0302,Student is interested in Data Science. Completed course on NLP with score 95%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Antimicrobial resistance  theory and methods
STU_0303,Student is interested in Cybersecurity. Completed course on Cloud with score 46%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Write Professional Emails in English
STU_0304,Student is interested in SQL. Completed course on Python with score 45%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Esports
STU_0305,Student is interested in Cybersecurity. Completed course on SQL with score 93%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Blended Language Learning Design and Practice for Teachers
STU_0306,Student is interested in NLP. Completed course on Cybersecurity with score 41%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Applied Data Science
STU_0307,Student is interested in Web Development. Completed course on SQL with score 55%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Become a Journalist Report the News
STU_0308,Student is interested in Cloud. Completed course on NLP with score 60%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,What future for education
STU_0309,Student is interested in Cloud. Completed course on Data Science with score 42%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Value Chain Management
STU_0310,Student is interested in Cybersecurity. Completed course on Data Science with score 68%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,ADHD Everyday Strategies for Elementary Students
STU_0311,Student is interested in Python. Completed course on Machine Learning with score 53%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Love as a Force for Social Justice
STU_0312,Student is interested in SQL. Completed course on Web Development with score 89%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,EMT Foundations
STU_0313,Student is interested in Computer Vision. Completed course on Python with score 55%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Positive Psychology Applications and Interventions
STU_0314,Student is interested in Cybersecurity. Completed course on Python with score 93%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,More Introduction to Financial Accounting
STU_0315,Student is interested in SQL. Completed course on Machine Learning with score 76%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Software Development Lifecycle
STU_0316,Student is interested in Data Science. Completed course on Computer Vision with score 40%. Current level is Advanced. Needs improvement in Web Development.,Web Development,Advanced,G Suite Administration
STU_0317,Student is interested in NLP. Completed course on Web Development with score 82%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Behavioral Finance
STU_0318,Student is interested in SQL. Completed course on Cloud with score 73%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Introduction to TensorFlow for Artificial Intelligence Machine Learning and Deep Learning
STU_0319,Student is interested in SQL. Completed course on SQL with score 64%. Current level is Intermediate. Needs improvement in Machine Learning.,Machine Learning,Intermediate,Analysing Numeric and digital literacies
STU_0320,Student is interested in Web Development. Completed course on Cloud with score 87%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Gamification
STU_0321,Student is interested in Python. Completed course on Cloud with score 86%. Current level is Advanced. Needs improvement in NLP.,NLP,Advanced,Particle Physics an Introduction
STU_0322,Student is interested in Python. Completed course on Cloud with score 42%. Current level is Intermediate. Needs improvement in Data Science.,Data Science,Intermediate,Liderazgo efectivo para el siglo XXI
STU_0323,Student is interested in Cloud. Completed course on Data Science with score 84%. Current level is Intermediate. Needs improvement in Cybersecurity.,Cybersecurity,Intermediate,People Analytics
STU_0324,Student is interested in Data Science. Completed course on Data Science with score 85%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Algorithmic Toolbox
STU_0325,Student is interested in Computer Vision. Completed course on NLP with score 90%. Current level is Beginner. Needs improvement in Machine Learning.,Machine Learning,Beginner,An Introduction to Consumer Neuroscience  Neuromarketing
STU_0326,Student is interested in Cloud. Completed course on Computer Vision with score 65%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Introduction to Data Analysis Using Excel
STU_0327,Student is interested in Computer Vision. Completed course on Machine Learning with score 58%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,  Python
STU_0328,Student is interested in Machine Learning. Completed course on Cloud with score 47%. Current level is Intermediate. Needs improvement in Computer Vision.,Computer Vision,Intermediate,Intellectual Property Law
STU_0329,Student is interested in Web Development. Completed course on Cybersecurity with score 61%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Introduction to Probability and Data
STU_0330,Student is interested in Cybersecurity. Completed course on Cloud with score 57%. Current level is Beginner. Needs improvement in SQL.,SQL,Beginner,Sports Marketing
STU_0331,Student is interested in Web Development. Completed course on Python with score 78%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Les Fondamentaux de la Ngociation
STU_0332,Student is interested in Computer Vision. Completed course on Cloud with score 45%. Current level is Intermediate. Needs improvement in Python.,Python,Intermediate,Project Management Principles and Practices
STU_0333,Student is interested in Computer Vision. Completed course on Computer Vision with score 78%. Current level is Advanced. Needs improvement in Cybersecurity.,Cybersecurity,Advanced,Information Systems
STU_0334,Student is interested in Data Science. Completed course on Cybersecurity with score 68%. Current level is Beginner. Needs improvement in Cloud.,Cloud,Beginner,Sports Marketing
STU_0335,Student is interested in Cloud. Completed course on Web Development with score 80%. Current level is Beginner. Needs improvement in Computer Vision.,Computer Vision,Beginner,Autodesk Certified Professional AutoCAD for Design and Drafting Exam Prep
STU_0336,Student is interested in Web Development. Completed course on Cloud with score 91%. Current level is Advanced. Needs improvement in SQL.,SQL,Advanced,Requirements Engineering Secure Software  Specifications
STU_0337,Student is interested in Data Science. Completed course on Machine Learning with score 94%. Current level is Advanced. Needs improvement in Data Science.,Data Science,Advanced,Reporting extrafinancier et stratgie RSE
STU_0338,Student is interested in Cybersecurity. Completed course on Machine Learning with score 44%. Current level is Beginner. Needs improvement in Data Science.,Data Science,Beginner,The Data Scientists Toolbox
STU_0339,Student is interested in Cloud. Completed course on Cloud with score 76%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Negociacin exitosa Estrategias y habilidades esenciales en espaol
STU_0340,Student is interested in Data Science. Completed course on Cybersecurity with score 63%. Current level is Intermediate. Needs improvement in Cloud.,Cloud,Intermediate,Teaching Character and Creating Positive Classrooms
STU_0341,Student is interested in Python. Completed course on Data Science with score 63%. Current level is Intermediate. Needs improvement in SQL.,SQL,Intermediate,First Step Korean
STU_0342,Student is interested in Computer Vision. Completed course on NLP with score 41%. Current level is Advanced. Needs improvement in Python.,Python,Advanced,Data Collection and Processing with Python
STU_0343,Student is interested in Cybersecurity. Completed course on SQL with score 75%. Current level is Beginner. Needs improvement in Web Development.,Web Development,Beginner,Entrepreneurship 2 Launching your StartUp
STU_0344,Student is interested in Computer Vision. Completed course on Cybersecurity with score 79%. Current level is Intermediate. Needs improvement in NLP.,NLP,Intermediate,Sales Training for High Performing Teams
STU_0345,Student is interested in Cybersecurity. Completed course on NLP with score 48%. Current level is Beginner. Needs improvement in Python.,Python,Beginner,Internet Giants The Law and Economics of Media Platforms
